software,file,line,coverage,original,mutated,task,Status,ExitCode_blank,ExitCode,job,Elapsed,hours,megabytes,State_batch,State_blank,State_extern,ExitCode_batch,ExitCode_extern,passed
data.table,foverlaps.R,80,61,"getTZ = function(x) if (is.null(tz <- attr(x, """"tzone"""", exact=TRUE))) """""""" else tz # """""""" == NULL AFAICT","getTZ = function(x) if (is.null(tz <- attr(x, exact=TRUE, """"tzone""""))) """""""" else tz # """""""" == NULL AFAICT",625,1 NOTE,0:0,NOTE:installed package size,9793351,00:02:32,0.0422222222222222,728.23046875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,foverlaps.R,112,5,"if (isposix) mcall[[2L]] = call(""""unclass"""", mcall[[2L]]) # fix for R-devel change in c.POSIXct","if (isposix) mcall[[0L]] = call(""""unclass"""", mcall[[2L]]) # fix for R-devel change in c.POSIXct",781,1 NOTE,0:0,NOTE:installed package size,9793351,00:03:40,0.0611111111111111,290.7890625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,foverlaps.R,140,61,"if (ans$allLen1) ans$starts else vecseq(ans$starts, ans$lens, NULL) # nocov","if (ans$allLen1) ans$starts else vecseq(ans$starts, NULL, ans$lens) # nocov",930,1 NOTE,0:0,NOTE:installed package size,9793351,00:03:02,0.0505555555555556,831.8515625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,foverlaps.R,140,61,"if (ans$allLen1) ans$starts else vecseq(ans$starts, ans$lens, NULL) # nocov","if (ans$allLen1) ans$starts else vecseq( ans$lens,ans$starts, NULL) # nocov",931,1 NOTE,0:0,NOTE:installed package size,9793351,00:03:02,0.0505555555555556,829.90625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,foverlaps.R,144,18,"sidx = eidx = matches(x, y, intervals[2L], rollends=c(FALSE,FALSE), ...) ## TODO: eidx can be set to integer(0L)","sidx = eidx = matches(x, y, intervals[-1L], rollends=c(FALSE,FALSE), ...) ## TODO: eidx can be set to integer(0L)",949,1 NOTE,0:0,NOTE:installed package size,9793351,00:02:47,0.0463888888888889,603.49609375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,frank.R,26,390,"x = .shallow(x, cols, unlock = TRUE) # shallow copy even if list..","x = .shallow(x, unlock = TRUE, cols) # shallow copy even if list..",104,1 NOTE,0:0,NOTE:installed package size,9793352,00:03:40,0.0611111111111111,292.625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,frank.R,67,388,V1 = NULL # for R CMD CHECK warning,V0 = NULL # for R CMD CHECK warning,254,2 NOTEs,0:0,"NOTE:installed package size, NOTE:R code for possible problems",9793352,00:03:34,0.0594444444444445,288.3359375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,fread.R,11,1402,input_has_vars = length(all.vars(substitute(input)))>0L  # see news for v1.11.6,input_has_vars = length(all.vars(substitute(input)))!=0L  # see news for v1.11.6,88,1 NOTE,0:0,NOTE:installed package size,9793369,00:03:24,0.0566666666666667,1011.07421875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,fread.R,15,3,"if (sep=="""""""") { sep=""""\n"""" }         # meaning readLines behaviour. The 3 values (NULL, """""""" or """"\n"""") are equivalent.","if (sep<="""""""") { sep=""""\n"""" }         # meaning readLines behaviour. The 3 values (NULL, """""""" or """"\n"""") are equivalent.",111,1 NOTE,0:0,NOTE:installed package size,9793369,00:03:41,0.0613888888888889,291.21484375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,fread.R,16,1366,"else if (sep==""""auto"""") sep=""""""""      # sep=="""""""" at C level means auto sep","else if (sep>=""""auto"""") sep=""""""""      # sep=="""""""" at C level means auto sep",117,1 NOTE,0:0,NOTE:installed package size,9793369,00:03:50,0.0638888888888889,366.51171875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,fread.R,17,28,else stopifnot( nchar(sep)==1L )  # otherwise an actual character to use as sep,else stopifnot( nchar(sep)<=1L )  # otherwise an actual character to use as sep,121,1 NOTE,0:0,NOTE:installed package size,9793369,00:03:37,0.0602777777777778,288.52734375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,fread.R,17,28,else stopifnot( nchar(sep)==1L )  # otherwise an actual character to use as sep,else stopifnot( nchar(sep)>=1L )  # otherwise an actual character to use as sep,122,1 NOTE,0:0,NOTE:installed package size,9793369,00:03:36,0.06,290.4765625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,fread.R,31,2,"if (is.na(nrows) || nrows<0) nrows=Inf   # accept -1 to mean Inf, as read.table does","if (is.na(nrows) || nrows<(0-1)) nrows=Inf   # accept -1 to mean Inf, as read.table does",242,1 NOTE,0:0,NOTE:installed package size,9793369,00:03:42,0.0616666666666667,370.28125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,fread.R,34,1398,"is.logical(header) && length(header)==1L,  # TRUE, FALSE or NA","is.logical(header) && length(header)<=1L,  # TRUE, FALSE or NA",251,1 NOTE,0:0,NOTE:installed package size,9793369,00:03:41,0.0613888888888889,292.55078125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,fread.R,34,1398,"is.logical(header) && length(header)==1L,  # TRUE, FALSE or NA","is.logical(header) && length(header)>=1L,  # TRUE, FALSE or NA",252,1 NOTE,0:0,NOTE:installed package size,9793369,00:03:44,0.0622222222222222,357.85546875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,fread.R,34,1398,"is.logical(header) && length(header)==1L,  # TRUE, FALSE or NA","is.logical(header) || length(header)==1L,  # TRUE, FALSE or NA",257,1 NOTE,0:0,NOTE:installed package size,9793369,00:03:43,0.0619444444444445,343.9140625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,fread.R,59,737,"} else if (length(grep(' ', input, fixed=TRUE)) && !file.exists(input)) {  # file name or path containing spaces is not a command","} else if (length(grep(' ', fixed=TRUE, input)) && !file.exists(input)) {  # file name or path containing spaces is not a command",361,1 NOTE,0:0,NOTE:installed package size,9793369,00:02:45,0.0458333333333333,982.48046875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,fread.R,76,752,"if (w <- startsWithAny(file, c(""""https://"""", """"ftps://"""", """"http://"""", """"ftp://"""", """"file://""""))) {  # avoid grepl() for #2531","if (w <- startsWithAny(file, c( """"ftps://"""",""""https://"""", """"http://"""", """"ftp://"""", """"file://""""))) {  # avoid grepl() for #2531",459,1 NOTE,0:0,NOTE:installed package size,9793369,00:03:34,0.0594444444444445,290.390625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,fread.R,121,39,"R.utils::decompressFile(file, decompFile<-tempfile(tmpdir=tmpdir), ext=NULL, FUN=FUN, remove=FALSE)   # ext is not used by decompressFile when destname is supplied, but isn't optional","R.utils::decompressFile(file, ext=NULL, decompFile<-tempfile(tmpdir=tmpdir), FUN=FUN, remove=FALSE)   # ext is not used by decompressFile when destname is supplied, but isn't optional",717,1 NOTE,0:0,NOTE:installed package size,9793369,00:03:46,0.0627777777777778,339.87109375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,fread.R,121,39,"R.utils::decompressFile(file, decompFile<-tempfile(tmpdir=tmpdir), ext=NULL, FUN=FUN, remove=FALSE)   # ext is not used by decompressFile when destname is supplied, but isn't optional","R.utils::decompressFile(file, decompFile<-tempfile(tmpdir=tmpdir), FUN=FUN, ext=NULL, remove=FALSE)   # ext is not used by decompressFile when destname is supplied, but isn't optional",718,1 NOTE,0:0,NOTE:installed package size,9793369,00:03:55,0.0652777777777778,284.75,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,fread.R,121,39,"R.utils::decompressFile(file, decompFile<-tempfile(tmpdir=tmpdir), ext=NULL, FUN=FUN, remove=FALSE)   # ext is not used by decompressFile when destname is supplied, but isn't optional","R.utils::decompressFile(file, decompFile<-tempfile(tmpdir=tmpdir), ext=NULL, remove=FALSE, FUN=FUN)   # ext is not used by decompressFile when destname is supplied, but isn't optional",719,1 NOTE,0:0,NOTE:installed package size,9793369,00:10:02,0.167222222222222,842.28515625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,fread.R,278,8,"if (identical(tt,"""""""") || is_utc(tt)) # empty TZ env variable ("""""""") means UTC in C library, unlike R; _unset_ TZ means local","if (identical(tt,"""""""") && is_utc(tt)) # empty TZ env variable ("""""""") means UTC in C library, unlike R; _unset_ TZ means local",1327,1 NOTE,0:0,NOTE:installed package size,9793369,00:03:33,0.0591666666666667,288.57421875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,fread.R,278,8,"if (identical(tt,"""""""") || is_utc(tt)) # empty TZ env variable ("""""""") means UTC in C library, unlike R; _unset_ TZ means local","if (identical("""""""",tt) || is_utc(tt)) # empty TZ env variable ("""""""") means UTC in C library, unlike R; _unset_ TZ means local",1330,1 NOTE,0:0,NOTE:installed package size,9793369,00:03:35,0.0597222222222222,290.62890625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,fread.R,299,1341,"colClassesAs = attr(ans, """"colClassesAs"""", exact=TRUE)   # should only be present if one or more are != """"""""","colClassesAs = attr(ans, exact=TRUE, """"colClassesAs"""")   # should only be present if one or more are != """"""""",1427,1 NOTE,0:0,NOTE:installed package size,9793369,00:03:32,0.0588888888888889,288.56640625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,fread.R,300,1341,"for (j in which(colClassesAs!="""""""")) {       # # 1634","for (j in which(colClassesAs>"""""""")) {       # # 1634",1432,1 NOTE,0:0,NOTE:installed package size,9793369,00:03:22,0.0561111111111111,290.640625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,fread.R,321,73,"set(ans, j = j, value = new_v)  # aside: new_v == v if the coercion was aborted","set(ans, value = new_v, j = j)  # aside: new_v == v if the coercion was aborted",1481,1 NOTE,0:0,NOTE:installed package size,9793369,00:02:33,0.0425,693.23046875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,fread.R,321,73,"set(ans, j = j, value = new_v)  # aside: new_v == v if the coercion was aborted","set( j = j,ans, value = new_v)  # aside: new_v == v if the coercion was aborted",1482,1 NOTE,0:0,NOTE:installed package size,9793369,00:02:43,0.0452777777777778,829.875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,fread.R,376,8,"scan(text=x, what=raw(), quiet=TRUE)  # as in read.csv, which ultimately uses src/main/scan.c and strtoraw","scan(text=x, quiet=TRUE, what=raw())  # as in read.csv, which ultimately uses src/main/scan.c and strtoraw",1673,1 NOTE,0:0,NOTE:installed package size,9793369,00:03:52,0.0644444444444445,360.91796875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,fwrite.R,55,348,"length(na) == 1L, #1725, handles NULL or character(0) input","length(na) >= 1L, #1725, handles NULL or character(0) input",291,1 NOTE,0:0,NOTE:installed package size,9793410,00:03:43,0.0619444444444445,340.75,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,fwrite.R,70,301,"if (identical(quote,""""auto"""")) quote=NA  # logical NA","if (identical(""""auto"""",quote)) quote=NA  # logical NA",393,1 NOTE,0:0,NOTE:installed package size,9793410,00:02:44,0.0455555555555556,600.99609375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,fwrite.R,90,336,"stopf(""""'data.table' relies on the package 'yaml' to write the file header; please add this to your library with install.packages('yaml') and try again."""") # nocov","stopf(""""'data.table' relies on the package 'yaml' to write the file header; please add this to your library with install.packages('yaml') and try again."""") # nocov
break;",468,"1 WARNING, 1 NOTE",0:0,"WARNING:whether package ‘data.table’ can be installed, NOTE:installed package size",9793410,00:03:31,0.0586111111111111,284.36328125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,fwrite.R,90,336,"stopf(""""'data.table' relies on the package 'yaml' to write the file header; please add this to your library with install.packages('yaml') and try again."""") # nocov","stopf(""""'data.table' relies on the package 'yaml' to write the file header; please add this to your library with install.packages('yaml') and try again."""") # nocov
continue;",469,2 NOTEs,0:0,"NOTE:installed package size, NOTE:R code for possible problems",9793410,00:03:20,0.0555555555555556,307.38671875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,fwrite.R,90,336,"stopf(""""'data.table' relies on the package 'yaml' to write the file header; please add this to your library with install.packages('yaml') and try again."""") # nocov","stopf("""""""") # nocov",470,1 NOTE,0:0,NOTE:installed package size,9793410,00:03:40,0.0611111111111111,294.6953125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,merge.R,94,89,"dt = y[x, nomatch=if (all.x) NA else NULL, on=by, allow.cartesian=allow.cartesian]   # includes JIS columns (with a i. prefix if conflict with x names)","dt = y[x, on=by, nomatch=if (all.x) NA else NULL, allow.cartesian=allow.cartesian]   # includes JIS columns (with a i. prefix if conflict with x names)",368,1 NOTE,0:0,NOTE:installed package size,9793447,00:03:52,0.0644444444444445,362.8828125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,merge.R,94,89,"dt = y[x, nomatch=if (all.x) NA else NULL, on=by, allow.cartesian=allow.cartesian]   # includes JIS columns (with a i. prefix if conflict with x names)","dt = y[x, nomatch=if (all.x) NA else NULL, allow.cartesian=allow.cartesian, on=by]   # includes JIS columns (with a i. prefix if conflict with x names)",369,1 NOTE,0:0,NOTE:installed package size,9793447,00:03:53,0.0647222222222222,288.46484375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,merge.R,94,89,"dt = y[x, nomatch=if (all.x) NA else NULL, on=by, allow.cartesian=allow.cartesian]   # includes JIS columns (with a i. prefix if conflict with x names)","dt = y[ nomatch=if (all.x) NA else NULL,x, on=by, allow.cartesian=allow.cartesian]   # includes JIS columns (with a i. prefix if conflict with x names)",370,1 NOTE,0:0,NOTE:installed package size,9793447,00:03:53,0.0647222222222222,288.578125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,print.data.table.R,31,90,"if (length(SYS) <= 2L ||  # """"> DT"""" auto-print or """"> print(DT)"""" explicit print (cannot distinguish from R 3.2.0 but that's ok)","if (length(SYS) == 2L ||  # """"> DT"""" auto-print or """"> print(DT)"""" explicit print (cannot distinguish from R 3.2.0 but that's ok)",54,1 NOTE,0:0,NOTE:installed package size,9793679,00:03:42,0.0616666666666667,375.30859375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,print.data.table.R,31,90,"if (length(SYS) <= 2L ||  # """"> DT"""" auto-print or """"> print(DT)"""" explicit print (cannot distinguish from R 3.2.0 but that's ok)","if (length(SYS) < 2L ||  # """"> DT"""" auto-print or """"> print(DT)"""" explicit print (cannot distinguish from R 3.2.0 but that's ok)",56,1 NOTE,0:0,NOTE:installed package size,9793679,00:03:47,0.0630555555555556,355.3359375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,print.data.table.R,31,90,"if (length(SYS) <= 2L ||  # """"> DT"""" auto-print or """"> print(DT)"""" explicit print (cannot distinguish from R 3.2.0 but that's ok)","if (length(SYS) <= 0L ||  # """"> DT"""" auto-print or """"> print(DT)"""" explicit print (cannot distinguish from R 3.2.0 but that's ok)",59,1 NOTE,0:0,NOTE:installed package size,9793679,00:03:51,0.0641666666666667,363.9609375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,print.data.table.R,31,90,"if (length(SYS) <= 2L ||  # """"> DT"""" auto-print or """"> print(DT)"""" explicit print (cannot distinguish from R 3.2.0 but that's ok)","if (length(SYS) <= 1L ||  # """"> DT"""" auto-print or """"> print(DT)"""" explicit print (cannot distinguish from R 3.2.0 but that's ok)",60,1 NOTE,0:0,NOTE:installed package size,9793679,00:03:39,0.0608333333333333,420.64453125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,print.data.table.R,31,90,"if (length(SYS) <= 2L ||  # """"> DT"""" auto-print or """"> print(DT)"""" explicit print (cannot distinguish from R 3.2.0 but that's ok)","if (length(SYS) <= -1L ||  # """"> DT"""" auto-print or """"> print(DT)"""" explicit print (cannot distinguish from R 3.2.0 but that's ok)",61,1 NOTE,0:0,NOTE:installed package size,9793679,00:03:30,0.0583333333333333,288.3828125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,print.data.table.R,31,90,"if (length(SYS) <= 2L ||  # """"> DT"""" auto-print or """"> print(DT)"""" explicit print (cannot distinguish from R 3.2.0 but that's ok)","if (length(SYS) <= 2L &&  # """"> DT"""" auto-print or """"> print(DT)"""" explicit print (cannot distinguish from R 3.2.0 but that's ok)",62,1 NOTE,0:0,NOTE:installed package size,9793679,00:03:32,0.0588888888888889,290.75390625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,print.data.table.R,33,90,"as.character(thisSYS) == 'source') || # suppress printing from source(echo = TRUE) calls, #2369","as.character(thisSYS) == 'source') && # suppress printing from source(echo = TRUE) calls, #2369",93,1 NOTE,0:0,NOTE:installed package size,9793679,00:03:43,0.0619444444444445,367.421875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,print.data.table.R,42,1,if (nrows <= 0L) return(invisible(x))   # ability to turn off printing,if (nrows < 0L) return(invisible(x))   # ability to turn off printing,139,1 NOTE,0:0,NOTE:installed package size,9793679,00:03:26,0.0572222222222222,614.0390625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,print.data.table.R,42,1,if (nrows <= 0L) return(invisible(x))   # ability to turn off printing,if (nrows <= 1L) return(invisible(x))   # ability to turn off printing,142,1 NOTE,0:0,NOTE:installed package size,9793679,00:03:42,0.0616666666666667,349.6953125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,print.data.table.R,42,1,if (nrows <= 0L) return(invisible(x))   # ability to turn off printing,if (nrows <= -1L) return(invisible(x))   # ability to turn off printing,143,1 NOTE,0:0,NOTE:installed package size,9793679,00:03:43,0.0619444444444445,340.578125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,print.data.table.R,68,39,"toprint = rbindlist(list(head(x, topn), tail(x, topn)), use.names=FALSE)  # no need to match names because head and tail of same x, and #3306","toprint = rbindlist(list(head(x, topn), tail(x, use.names=FALSE, topn)))  # no need to match names because head and tail of same x, and #3306",323,1 NOTE,0:0,NOTE:installed package size,9793679,00:03:29,0.0580555555555556,394.10546875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,print.data.table.R,76,573,"toprint=format.data.table(toprint, na.encode=FALSE, timezone = timezone, ...)  # na.encode=FALSE so that NA in character cols print as <NA>","toprint=format.data.table(toprint, timezone = timezone, na.encode=FALSE, ...)  # na.encode=FALSE so that NA in character cols print as <NA>",349,1 NOTE,0:0,NOTE:installed package size,9793679,00:03:32,0.0588888888888889,289.765625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,print.data.table.R,76,573,"toprint=format.data.table(toprint, na.encode=FALSE, timezone = timezone, ...)  # na.encode=FALSE so that NA in character cols print as <NA>","toprint=format.data.table(toprint, na.encode=FALSE, ..., timezone = timezone)  # na.encode=FALSE so that NA in character cols print as <NA>",350,1 NOTE,0:0,NOTE:installed package size,9793679,00:03:41,0.0613888888888889,290.6875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,print.data.table.R,76,573,"toprint=format.data.table(toprint, na.encode=FALSE, timezone = timezone, ...)  # na.encode=FALSE so that NA in character cols print as <NA>","toprint=format.data.table( na.encode=FALSE,toprint, timezone = timezone, ...)  # na.encode=FALSE so that NA in character cols print as <NA>",351,1 NOTE,0:0,NOTE:installed package size,9793679,00:03:41,0.0613888888888889,290.58203125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,print.data.table.R,130,17,"toprint=rbind(toprint, matrix(if (quote) old else colnames(toprint), nrow=1L)) # fixes bug #97","toprint=rbind(toprint, matrix( nrow=1L,if (quote) old else colnames(toprint))) # fixes bug #97",608,1 NOTE,0:0,NOTE:installed package size,9793679,00:03:58,0.0661111111111111,843.2421875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,print.data.table.R,155,620,"ret = (.global$print=="""""""" ||   # to save address() calls and adding lots of address strings to R's global cache","ret = (.global$print!="""""""" ||   # to save address() calls and adding lots of address strings to R's global cache",679,1 NOTE,0:0,NOTE:installed package size,9793679,00:03:33,0.0591666666666667,287.6640625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,print.data.table.R,155,620,"ret = (.global$print=="""""""" ||   # to save address() calls and adding lots of address strings to R's global cache","ret = (.global$print<="""""""" ||   # to save address() calls and adding lots of address strings to R's global cache",680,1 NOTE,0:0,NOTE:installed package size,9793679,00:03:34,0.0594444444444445,288.55078125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,print.data.table.R,155,620,"ret = (.global$print=="""""""" ||   # to save address() calls and adding lots of address strings to R's global cache","ret = (.global$print>="""""""" ||   # to save address() calls and adding lots of address strings to R's global cache",681,1 NOTE,0:0,NOTE:installed package size,9793679,00:03:33,0.0591666666666667,287.95703125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,print.data.table.R,155,620,"ret = (.global$print=="""""""" ||   # to save address() calls and adding lots of address strings to R's global cache","ret = (.global$print>"""""""" ||   # to save address() calls and adding lots of address strings to R's global cache",682,1 NOTE,0:0,NOTE:installed package size,9793679,00:03:29,0.0580555555555556,451.71875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,print.data.table.R,155,620,"ret = (.global$print=="""""""" ||   # to save address() calls and adding lots of address strings to R's global cache","ret = (.global$print<"""""""" ||   # to save address() calls and adding lots of address strings to R's global cache",683,1 NOTE,0:0,NOTE:installed package size,9793679,00:03:27,0.0575,398.87109375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,print.data.table.R,155,620,"ret = (.global$print=="""""""" ||   # to save address() calls and adding lots of address strings to R's global cache","ret = (.global$print=="""""""" &&   # to save address() calls and adding lots of address strings to R's global cache",684,1 NOTE,0:0,NOTE:installed package size,9793679,00:03:22,0.0561111111111111,287.7734375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,print.data.table.R,197,1643,"format(char.trunc(x), ...) # relevant to #37","format( ...,char.trunc(x)) # relevant to #37",794,1 NOTE,0:0,NOTE:installed package size,9793679,00:03:38,0.0605555555555556,420.62890625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,print.data.table.R,220,257,"paste(c(format(head(x, 6L), ...), if (length(x) > 6L) """"...""""), collapse="""","""") # fix for #5435 and #37 - format has to be added here...","paste(c(format(head(x, 6L), ...), if (length(x) >= 6L) """"...""""), collapse="""","""") # fix for #5435 and #37 - format has to be added here...",844,1 NOTE,0:0,NOTE:installed package size,9793679,00:04:08,0.0688888888888889,841.92578125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,setkey.R,83,66,"tt = suppressMessages(system.time(o <- forderv(x, cols, sort=TRUE, retGrp=FALSE)))  # system.time does a gc, so we don't want this always on, until refcnt is on by default in R","tt = suppressMessages(system.time(o <- forderv(x, sort=TRUE, cols, retGrp=FALSE)))  # system.time does a gc, so we don't want this always on, until refcnt is on by default in R",295,1 NOTE,0:0,NOTE:installed package size,9793846,00:04:03,0.0675,788.34375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,setkey.R,83,66,"tt = suppressMessages(system.time(o <- forderv(x, cols, sort=TRUE, retGrp=FALSE)))  # system.time does a gc, so we don't want this always on, until refcnt is on by default in R","tt = suppressMessages(system.time(o <- forderv(x, cols, retGrp=FALSE, sort=TRUE)))  # system.time does a gc, so we don't want this always on, until refcnt is on by default in R",296,1 NOTE,0:0,NOTE:installed package size,9793846,00:04:02,0.0672222222222222,858.50390625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,setkey.R,182,2,"if (any(tt)) sub[tt] = NULL  # remove any NULL or empty arguments; e.g. test 1962.052: forder(DT, NULL) and forder(DT, )","if (any( NULL,tt)) sub[tt] = NULL  # remove any NULL or empty arguments; e.g. test 1962.052: forder(DT) and forder(DT, )",588,1 NOTE,0:0,NOTE:installed package size,9793846,00:03:35,0.0597222222222222,290.6875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,setkey.R,194,24,sub[[i]] = v = v[[2L]]  # remove the leading +/- which is the 2nd item since length(v)==2; i.e. monadic +/-,sub[[i]] = v = v[[-1L]]  # remove the leading +/- which is the 2nd item since length(v)==2; i.e. monadic +/-,664,1 NOTE,0:0,NOTE:installed package size,9793846,00:03:26,0.0572222222222222,726.89453125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,setkey.R,194,24,sub[[i]] = v = v[[2L]]  # remove the leading +/- which is the 2nd item since length(v)==2; i.e. monadic +/-,"sub[[i]] = v = v[[2L]]  # remove the leading +/- which is the 2nd item since length(v)==2; i.e. monadic +/-
break;",665,1 NOTE,0:0,NOTE:installed package size,9793846,00:03:27,0.0575,552.8203125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,setkey.R,335,11,"else if (unique) l[[i]] = y[attr(o, """"starts"""", exact=TRUE)]  # test 1525.5","else if (unique) l[[i]] = y[attr(o, exact=TRUE, """"starts"""")]  # test 1525.5",1177,1 NOTE,0:0,NOTE:installed package size,9793846,00:03:48,0.0633333333333333,354.6328125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,setops.R,232,11,"jn.on = jn.on[c(which(!dbl.cols), which(dbl.cols))] # double column must be last for rolling join","jn.on = jn.on[c( which(dbl.cols,which(!dbl.cols)))] # double column must be last for rolling join",1102,1 NOTE,0:0,NOTE:installed package size,9793893,00:02:53,0.0480555555555556,841.30078125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,shift.R,17,1,"if (type==""""lead"""" && length(unique(sign(n))) == 3L) neg[ n==0L ] = TRUE   # lead_0 should be named lag_0 for consistency (if mixing signs of n, #3832)","if (type==""""lead"""" && length(unique(sign(n))) == 3L) neg[ n<=0L ] = TRUE   # lead_0 should be named lag_0 for consistency (if mixing signs of n, #3832)",86,1 NOTE,0:0,NOTE:installed package size,9793903,00:03:03,0.0508333333333333,417.5,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,shift.R,17,1,"if (type==""""lead"""" && length(unique(sign(n))) == 3L) neg[ n==0L ] = TRUE   # lead_0 should be named lag_0 for consistency (if mixing signs of n, #3832)","if (type>=""""lead"""" && length(unique(sign(n))) == 3L) neg[ n==0L ] = TRUE   # lead_0 should be named lag_0 for consistency (if mixing signs of n, #3832)",87,1 NOTE,0:0,NOTE:installed package size,9793903,00:03:03,0.0508333333333333,393.2734375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
